id_order,id_produk,nama_produk,kategori_produk,tanggal_pembelian,kuantitas,total_harga,PPN,bayar_cash,metode_bayar
1121,3,hic1000 vitamin lemon,beverages,2023-03-15,3,41459,0.1,0,link aja
1122,2,prenagen esensis,woman,2023-01-07,7,64647,0.1,0,gopay
1123,5,prenagen lova,woman,2023-05-02,5,50782,0.1,1,cash
1124,6,nutrive benecol,special needs,2023-03-21,5,56194,0.1,0,shopeepay
1125,2,prenagen esensis,woman,2023-01-31,3,26948,0.1,0,link aja
1126,2,prenagen esensis,woman,2023-03-13,5,35813,0.1,1,cash
1127,1,entrasol active,adult,2023-03-24,5,20323,0.1,1,cash
1128,1,entrasol active,adult,2023-04-04,5,34526,0.1,1,cash
1129,1,entrasol active,adult,2023-01-27,5,17264,0.1,1,cash
1130,6,nutrive benecol,special needs,2023-01-06,3,42980,0.1,1,cash
1131,6,nutrive benecol,special needs,2023-05-01,3,24687,0.1,1,cash
1132,5,prenagen lova,woman,2023-02-13,7,32578,0.1,1,cash
1133,1,entrasol active,adult,2023-05-09,2,52100,0.1,0,ovo
1134,1,entrasol active,adult,2023-01-09,6,34506,0.1,1,cash
1135,5,prenagen lova,woman,2023-04-13,4,50186,0.1,1,cash
1136,4,prenagen mommy,woman,2023-04-17,5,50871,0.1,1,cash
1137,4,prenagen mommy,woman,2023-01-09,4,37293,0.1,1,cash
1138,5,prenagen lova,woman,2023-04-27,3,52616,0.1,1,cash
1139,1,entrasol active,adult,2023-05-04,5,46430,0.1,0,link aja
1140,3,hic1000 vitamin lemon,beverages,2023-02-18,5,20370,0.1,1,cash
1141,4,prenagen mommy,woman,2023-04-13,7,,0.1,1,cash
1142,2,prenagen esensis,woman,2023-02-21,4,42345,0.1,1,cash
1143,4,prenagen mommy,woman,2023-01-10,4,67372,0.1,0,dana
1144,1,entrasol active,adult,2023-03-26,3,52920,0.1,1,cash
1145,4,prenagen mommy,woman,2023-03-20,5,40791,0.1,0,shopeepay
1146,4,prenagen mommy,woman,2023-03-14,1,58640,0.1,0,shopeepay
1147,2,prenagen esensis,woman,2023-02-24,7,39425,0.1,1,cash
1148,4,prenagen mommy,woman,2023-01-26,4,45942,0.1,1,cash
1149,1,entrasol active,adult,2023-02-09,6,33783,0.1,1,cash
1150,3,hic1000 vitamin lemon,beverages,2023-01-07,3,54541,0.1,1,cash
1151,3,hic1000 vitamin lemon,beverages,2023-05-04,5,31894,0.1,0,gopay
1152,2,prenagen esensis,woman,2023-03-04,2,18418,0.1,0,gopay
1153,2,prenagen esensis,woman,2023-04-10,3,40559,0.1,0,link aja
1154,1,entrasol active,adult,2023-03-21,2,40403,0.1,1,cash
1155,5,prenagen lova,woman,2023-03-19,3,68855,0.1,0,ovo
1156,2,prenagen esensis,woman,2023-02-21,6,52353,0.1,1,cash
1157,2,prenagen esensis,woman,2023-03-22,6,37619,0.1,1,cash
1158,6,nutrive benecol,special needs,2023-01-09,3,62097,0.1,0,ovo
1159,2,prenagen esensis,woman,2023-02-11,6,58405,0.1,1,cash
1160,1,entrasol active,adult,2023-02-28,1,17873,0.1,0,link aja
1161,6,nutrive benecol,special needs,2023-01-08,4,65449,0.1,1,cash
1162,4,prenagen mommy,woman,2023-04-17,7,44431,0.1,1,cash
1163,4,prenagen mommy,woman,2023-04-21,5,67594,0.1,0,dana
1164,1,entrasol active,adult,2023-03-20,1,59671,0.1,0,dana
1165,5,prenagen lova,woman,2023-03-26,1,31796,0.1,1,cash
1166,1,entrasol active,adult,2023-03-17,4,34219,0.1,1,cash
1167,2,prenagen esensis,woman,2023-01-27,4,43302,0.1,1,cash
1168,2,prenagen esensis,woman,2023-04-06,3,68343,0.1,0,ovo
1169,5,prenagen lova,woman,2023-02-11,3,61721,0.1,0,dana
1170,1,entrasol active,adult,2023-01-16,1,20628,0.1,0,ovo
1171,4,prenagen mommy,woman,2023-01-10,7,61372,0.1,0,ovo
1172,5,prenagen lova,woman,2023-04-03,6,41472,0.1,1,cash
1173,6,nutrive benecol,special needs,2023-01-05,7,56777,0.1,1,cash
1174,1,entrasol active,adult,2023-04-14,7,40260,0.1,0,dana
1175,3,hic1000 vitamin lemon,beverages,2023-04-12,7,23254,0.1,1,cash
1176,5,prenagen lova,woman,2023-03-04,5,54689,0.1,0,link aja
1177,5,prenagen lova,woman,2023-03-05,6,33596,0.1,1,cash
1178,1,entrasol active,adult,2023-05-03,2,65491,0.1,1,cash
1179,4,prenagen mommy,woman,2023-03-14,4,33304,0.1,1,cash
1180,3,hic1000 vitamin lemon,beverages,2023-02-17,2,26249,0.1,0,gopay
1181,5,prenagen lova,woman,2023-03-07,5,23899,0.1,0,dana
1182,3,hic1000 vitamin lemon,beverages,2023-04-15,5,63659,0.1,1,cash
1183,5,prenagen lova,woman,2023-04-04,1,17516,0.1,1,cash
1184,5,prenagen lova,woman,2023-03-05,2,49583,0.1,1,cash
1185,4,prenagen mommy,woman,2023-04-10,5,33010,0.1,0,dana
1186,2,prenagen esensis,woman,2023-01-05,2,26790,0.1,1,cash
1187,5,prenagen lova,woman,2023-02-20,,53128,0.1,0,dana
1188,5,prenagen lova,woman,2023-01-20,4,51780,0.1,0,dana
1189,2,prenagen esensis,woman,2023-04-29,2,42903,0.1,0,gopay
1190,5,prenagen lova,woman,2023-03-22,6,19892,0.1,1,cash
1191,6,nutrive benecol,special needs,2023-04-12,1,64828,0.1,1,cash
1192,2,prenagen esensis,woman,2023-02-11,7,62284,0.1,0,shopeepay
1193,4,prenagen mommy,woman,2023-03-29,3,42301,0.1,1,cash
1194,5,prenagen lova,woman,2023-04-08,3,66067,0.1,1,cash
1195,5,prenagen lova,woman,2023-01-22,2,47860,0.1,1,cash
1196,4,prenagen mommy,woman,2023-01-14,2,34294,0.1,0,link aja
1197,6,nutrive benecol,special needs,2023-01-31,5,44879,0.1,1,cash
1198,4,prenagen mommy,woman,2023-04-10,7,30375,0.1,1,cash
1199,5,prenagen lova,woman,2023-05-11,1,22169,0.1,0,ovo
1200,1,entrasol active,adult,2023-02-24,5,46922,0.1,,cash
1201,4,prenagen mommy,woman,2023-03-29,7,69609,0.1,0,gopay
1202,5,prenagen lova,woman,2023-02-17,2,55609,0.1,1,cash
1203,1,entrasol active,adult,2023-02-13,1,23229,0.1,0,shopeepay
1204,1,entrasol active,adult,2023-03-03,3,47976,0.1,1,cash
1205,1,entrasol active,adult,2023-01-04,1,52167,0.1,1,cash
1206,2,prenagen esensis,woman,2023-02-12,4,18512,0.1,1,cash
1207,1,entrasol active,adult,2023-02-17,7,20181,0.1,1,cash
1208,3,hic1000 vitamin lemon,beverages,2023-03-17,1,67802,0.1,0,dana
1209,4,prenagen mommy,woman,2023-03-20,4,53827,0.1,1,cash
1210,2,prenagen esensis,woman,2023-02-02,6,63457,0.1,0,dana
1211,4,prenagen mommy,woman,2023-04-30,7,33720,0.1,1,cash
1212,3,hic1000 vitamin lemon,beverages,2023-04-20,4,51429,0.1,0,link aja
1213,1,entrasol active,adult,2023-02-11,5,41465,0.1,1,cash
1214,1,entrasol active,adult,2023-01-28,1,20493,0.1,1,cash
1215,6,nutrive benecol,special needs,2023-01-07,4,64756,0.1,1,cash
1216,4,prenagen mommy,woman,2023-03-21,,59221,0.1,0,shopeepay
1217,6,nutrive benecol,special needs,2023-05-09,4,30321,0.1,0,link aja
1218,5,prenagen lova,woman,2023-02-21,3,39676,0.1,0,gopay
1219,1,entrasol active,adult,2023-01-11,7,53424,0.1,0,ovo
1220,4,prenagen mommy,woman,2023-01-10,1,56107,0.1,1,cash
1221,5,prenagen lova,woman,2023-05-01,4,41923,0.1,0,shopeepay
1222,2,prenagen esensis,woman,2023-05-12,2,40446,0.1,0,link aja
1223,5,prenagen lova,woman,2023-01-24,7,21312,0.1,0,gopay
1224,6,nutrive benecol,special needs,2023-01-21,2,49947,0.1,0,ovo
1225,1,entrasol active,adult,2023-01-04,7,22820,0.1,1,cash
1226,5,prenagen lova,woman,2023-03-16,2,37387,0.1,1,cash
1227,3,hic1000 vitamin lemon,beverages,2023-04-10,6,18150,0.1,1,cash
1228,1,entrasol active,adult,2023-04-11,7,62492,0.1,0,dana
1229,3,hic1000 vitamin lemon,beverages,2023-02-25,6,19070,0.1,0,link aja
1230,4,prenagen mommy,woman,2023-03-13,1,27650,0.1,1,cash
1231,4,prenagen mommy,woman,2023-04-18,1,22235,0.1,0,dana
1232,1,entrasol active,adult,2023-01-15,3,53273,0.1,1,cash
1233,1,entrasol active,adult,2023-01-03,6,33831,0.1,1,cash
1234,1,entrasol active,adult,2023-02-09,4,54438,0.1,1,cash
1235,4,prenagen mommy,woman,2023-03-24,6,59555,0.1,1,cash
1236,6,nutrive benecol,special needs,2023-04-01,3,49272,0.1,1,cash
1237,2,prenagen esensis,woman,2023-01-07,4,54938,0.1,0,dana
1238,6,nutrive benecol,special needs,2023-04-04,5,40901,0.1,1,cash
1239,5,prenagen lova,woman,2023-04-30,7,36704,0.1,1,cash
1240,2,prenagen esensis,woman,2023-04-17,5,45914,0.1,1,cash
1241,5,prenagen lova,woman,2023-05-12,5,45875,0.1,1,cash
1242,1,entrasol active,adult,2023-04-01,7,66859,0.1,1,cash
1243,5,prenagen lova,woman,2023-05-01,1,18819,0.1,1,cash
1244,1,entrasol active,adult,2023-01-09,2,51049,0.1,1,cash
1245,4,prenagen mommy,woman,2023-02-02,5,33482,0.1,0,link aja
1246,6,nutrive benecol,special needs,2023-01-19,2,47391,0.1,1,cash
1247,4,prenagen mommy,woman,2023-01-14,2,36596,0.1,1,cash
1248,1,entrasol active,adult,2023-01-04,3,51542,0.1,0,link aja
1249,1,entrasol active,adult,2023-01-13,2,64144,0.1,0,dana
1250,6,nutrive benecol,special needs,2023-04-24,5,49751,0.1,1,cash
1251,2,prenagen esensis,woman,2023-03-24,5,21872,0.1,1,cash
1252,4,prenagen mommy,woman,2023-03-18,1,57800,0.1,0,shopeepay
1253,5,prenagen lova,woman,2023-03-29,4,51410,0.1,1,cash
1254,1,entrasol active,adult,2023-02-25,3,25803,0.1,0,link aja
1255,2,prenagen esensis,woman,2023-04-12,3,49729,0.1,0,dana
1256,3,hic1000 vitamin lemon,beverages,2023-01-05,6,42498,0.1,1,cash
1257,4,prenagen mommy,woman,2023-03-19,1,34031,0.1,0,link aja
1258,2,prenagen esensis,woman,2023-04-16,1,57288,0.1,1,cash
1259,3,hic1000 vitamin lemon,beverages,2023-04-15,7,20779,0.1,0,shopeepay
1260,3,hic1000 vitamin lemon,beverages,2023-04-03,7,60791,0.1,1,cash
1261,4,prenagen mommy,woman,2023-01-31,6,53789,0.1,1,cash
1262,1,entrasol active,adult,2023-01-04,5,57571,0.1,1,cash
1263,5,prenagen lova,woman,2023-02-21,6,35770,0.1,1,cash
1264,1,entrasol active,adult,2023-01-25,4,69776,0.1,1,cash
1265,4,prenagen mommy,woman,2023-02-11,5,58438,0.1,1,cash
1266,1,entrasol active,adult,2023-04-16,7,26053,0.1,1,cash
1267,3,hic1000 vitamin lemon,beverages,2023-02-14,4,56989,0.1,1,cash
1268,3,hic1000 vitamin lemon,beverages,2023-03-31,1,57009,0.1,1,cash
1269,5,prenagen lova,woman,2023-01-19,2,45953,0.1,1,cash
1270,1,entrasol active,adult,2023-04-17,5,50787,0.1,1,cash
1271,6,nutrive benecol,special needs,2023-04-09,3,58985,0.1,1,cash
1272,2,prenagen esensis,woman,2023-03-08,6,45650,0.1,1,cash
1273,4,prenagen mommy,woman,2023-04-30,4,38547,0.1,1,cash
1274,5,prenagen lova,woman,2023-03-02,3,30556,0.1,1,cash
1275,2,prenagen esensis,woman,2023-02-14,7,18547,0.1,1,cash
1276,4,prenagen mommy,woman,2023-05-01,5,47667,0.1,1,cash
1277,6,nutrive benecol,special needs,2023-04-24,3,38272,0.1,1,cash
1278,6,nutrive benecol,special needs,2023-04-21,5,68798,0.1,0,dana
1279,6,nutrive benecol,special needs,2023-05-13,1,35969,0.1,1,cash
1280,2,prenagen esensis,woman,2023-02-17,1,35933,0.1,1,cash
1281,2,prenagen esensis,woman,2023-04-24,2,30452,0.1,1,cash
1282,6,nutrive benecol,special needs,2023-03-02,3,50561,0.1,1,cash
1283,1,entrasol active,adult,2023-05-08,5,42354,0.1,0,gopay
1284,6,nutrive benecol,special needs,2023-02-10,6,26861,0.1,1,cash
1285,5,prenagen lova,woman,2023-04-06,7,50104,0.1,1,cash
1286,6,nutrive benecol,special needs,2023-01-04,6,40493,0.1,1,cash
1287,4,prenagen mommy,woman,2023-04-07,1,32018,0.1,0,gopay
1288,2,prenagen esensis,woman,2023-03-24,5,39350,0.1,1,cash
1289,2,prenagen esensis,woman,2023-01-09,2,47028,0.1,1,cash
1290,6,nutrive benecol,special needs,2023-01-26,6,57928,0.1,0,dana
1291,1,entrasol active,adult,2023-01-09,6,44430,0.1,0,dana
1292,3,hic1000 vitamin lemon,beverages,2023-01-26,3,22200,0.1,0,ovo
1293,1,entrasol active,adult,2023-04-23,4,39249,0.1,,link aja
1294,5,prenagen lova,woman,2023-04-30,6,60892,0.1,1,cash
1295,4,prenagen mommy,woman,2023-04-20,1,42520,0.1,1,cash
1296,5,prenagen lova,woman,2023-02-12,2,32155,0.1,1,cash
1297,4,prenagen mommy,woman,2023-04-11,1,45386,0.1,0,link aja
1298,6,nutrive benecol,special needs,2023-01-06,5,34619,0.1,1,cash
1299,4,prenagen mommy,woman,2023-04-22,6,28713,0.1,1,cash
1300,4,prenagen mommy,woman,2023-04-06,1,52077,0.1,1,cash
1301,4,prenagen mommy,woman,2023-01-04,6,56929,0.1,0,gopay
1302,3,hic1000 vitamin lemon,beverages,2023-05-02,6,32773,0.1,1,cash
1303,2,prenagen esensis,woman,2023-02-10,7,49019,0.1,1,cash
1304,6,nutrive benecol,special needs,2023-03-18,3,17796,0.1,1,cash
1305,5,prenagen lova,woman,2023-02-26,3,64813,0.1,1,cash
1306,1,entrasol active,adult,2023-01-07,7,19840,0.1,1,cash
1307,4,prenagen mommy,woman,2023-01-24,5,51653,0.1,1,cash
1308,1,entrasol active,adult,2023-04-22,3,35102,0.1,1,cash
1309,5,prenagen lova,woman,2023-01-11,4,47730,0.1,1,cash
1310,5,prenagen lova,woman,2023-05-13,1,41946,0.1,0,dana
1311,3,hic1000 vitamin lemon,beverages,2023-05-01,7,48675,0.1,1,cash
1312,4,prenagen mommy,woman,2023-02-05,5,44876,0.1,0,link aja
1313,2,prenagen esensis,woman,2023-04-27,2,20032,0.1,1,cash
1314,1,entrasol active,adult,2023-01-04,1,34532,0.1,1,cash
1315,6,nutrive benecol,special needs,2023-02-07,4,47353,0.1,1,cash
1316,4,prenagen mommy,woman,2023-02-19,6,68396,0.1,0,link aja
1317,2,prenagen esensis,woman,2023-04-16,5,41438,0.1,1,cash
1318,5,prenagen lova,woman,2023-03-31,6,32898,0.1,1,cash
1319,6,nutrive benecol,special needs,2023-03-31,5,31861,0.1,1,cash
1320,4,prenagen mommy,woman,2023-04-20,1,64617,0.1,0,ovo
1321,4,prenagen mommy,woman,2023-05-02,7,34733,0.1,1,cash
1322,4,prenagen mommy,woman,2023-03-15,6,60049,0.1,1,cash
1323,6,nutrive benecol,special needs,2023-03-12,1,46594,0.1,0,ovo
1324,6,nutrive benecol,special needs,2023-04-03,3,32491,0.1,1,cash
1325,2,prenagen esensis,woman,2023-02-22,6,24735,0.1,1,cash
1326,2,prenagen esensis,woman,2023-05-11,6,45989,0.1,0,shopeepay
1327,3,hic1000 vitamin lemon,beverages,2023-01-27,5,53502,0.1,1,cash
1328,2,prenagen esensis,woman,2023-01-04,6,37983,0.1,0,dana
1329,1,entrasol active,adult,2023-03-05,6,57894,0.1,0,link aja
1330,2,prenagen esensis,woman,2023-02-05,4,50687,0.1,1,cash
1331,3,hic1000 vitamin lemon,beverages,2023-02-04,3,21879,0.1,1,cash
1332,5,prenagen lova,woman,2023-04-30,6,17317,0.1,0,link aja
1333,3,hic1000 vitamin lemon,beverages,2023-02-23,2,55686,0.1,1,cash
1334,1,entrasol active,adult,2023-01-27,5,29803,0.1,0,dana
1335,4,prenagen mommy,woman,2023-01-03,5,31148,0.1,1,cash
1336,4,prenagen mommy,woman,2023-04-05,3,32234,0.1,1,cash
1337,1,entrasol active,adult,2023-02-28,4,42130,0.1,0,gopay
1338,4,prenagen mommy,woman,2023-03-15,3,25449,0.1,1,cash
1339,5,prenagen lova,woman,2023-04-04,3,23262,0.1,0,gopay
1340,5,prenagen lova,woman,2023-04-15,1,27566,0.1,0,link aja
1341,3,hic1000 vitamin lemon,beverages,2023-04-27,2,40443,0.1,0,link aja
1342,1,entrasol active,adult,2023-01-10,7,42949,0.1,1,cash
1343,4,prenagen mommy,woman,2023-02-13,5,20031,0.1,0,ovo
1344,1,entrasol active,adult,2023-04-09,3,59860,0.1,0,shopeepay
1345,3,hic1000 vitamin lemon,beverages,2023-05-14,1,31218,0.1,0,ovo
1346,3,hic1000 vitamin lemon,beverages,2023-02-11,5,34708,0.1,0,link aja
1347,4,prenagen mommy,woman,2023-03-06,3,21111,0.1,1,cash
1348,1,entrasol active,adult,2023-04-25,1,67586,0.1,0,ovo
1349,6,nutrive benecol,special needs,2023-03-28,2,24225,0.1,0,link aja
1350,1,entrasol active,adult,2023-05-12,3,42932,0.1,1,cash
1351,3,hic1000 vitamin lemon,beverages,2023-01-20,3,46030,0.1,0,dana
1352,5,prenagen lova,woman,2023-04-08,2,56877,0.1,0,gopay
1353,1,entrasol active,adult,2023-04-03,7,42800,0.1,1,cash
1354,5,prenagen lova,woman,2023-03-22,4,20854,0.1,1,cash
1355,4,prenagen mommy,woman,2023-04-27,4,41721,0.1,1,cash
1356,2,prenagen esensis,woman,2023-01-09,2,36741,0.1,0,gopay
1357,6,nutrive benecol,special needs,2023-02-05,4,21701,0.1,1,cash
1358,3,hic1000 vitamin lemon,beverages,2023-01-26,6,50091,0.1,1,cash
1359,3,hic1000 vitamin lemon,beverages,2023-03-14,7,62789,0.1,0,link aja
1360,3,hic1000 vitamin lemon,beverages,2023-02-11,4,42581,0.1,1,cash
1361,1,entrasol active,adult,2023-02-21,3,66035,0.1,1,cash
1362,1,entrasol active,adult,2023-02-15,1,25791,0.1,1,cash
1363,2,prenagen esensis,woman,2023-03-21,2,,0.1,1,cash
1364,4,prenagen mommy,woman,2023-01-27,5,35942,0.1,1,cash
1365,3,hic1000 vitamin lemon,beverages,2023-02-21,2,54842,0.1,1,cash
1366,2,prenagen esensis,woman,2023-02-21,5,68248,0.1,1,cash
1367,5,prenagen lova,woman,2023-03-09,4,33992,0.1,1,cash
1368,3,hic1000 vitamin lemon,beverages,2023-04-30,4,42839,0.1,0,gopay
1369,3,hic1000 vitamin lemon,beverages,2023-04-04,2,33925,0.1,,cash
1370,2,prenagen esensis,woman,2023-01-22,1,54596,0.1,0,gopay
1371,2,prenagen esensis,woman,2023-04-19,3,56187,0.1,0,link aja
1372,5,prenagen lova,woman,2023-05-15,4,69367,0.1,1,cash
1373,6,nutrive benecol,special needs,2023-04-30,4,27944,0.1,1,cash
1374,1,entrasol active,adult,2023-04-14,4,50604,0.1,1,cash
1375,4,prenagen mommy,woman,2023-03-21,5,49823,0.1,1,cash
1376,1,entrasol active,adult,2023-02-11,4,55591,0.1,0,gopay
1377,5,prenagen lova,woman,2023-04-04,4,63804,0.1,0,link aja
1378,2,prenagen esensis,woman,2023-02-17,1,21911,0.1,1,cash
1379,5,prenagen lova,woman,2023-04-04,4,58219,0.1,1,cash
1380,1,entrasol active,adult,2023-03-11,7,31261,0.1,1,cash
1381,1,entrasol active,adult,2023-01-30,2,29056,0.1,1,cash
1382,3,hic1000 vitamin lemon,beverages,2023-04-08,2,54841,0.1,1,cash
1383,1,entrasol active,adult,2023-03-03,5,31751,0.1,0,dana
1384,2,prenagen esensis,woman,2023-04-05,3,34964,0.1,1,cash
1385,6,nutrive benecol,special needs,2023-05-08,4,63366,0.1,1,cash
1386,4,prenagen mommy,woman,2023-02-08,2,63041,0.1,1,cash
1387,6,nutrive benecol,special needs,2023-03-25,7,44797,0.1,1,cash
1388,1,entrasol active,adult,2023-02-02,5,39622,0.1,1,cash
1389,5,prenagen lova,woman,2023-03-06,3,30324,0.1,0,link aja
1390,5,prenagen lova,woman,2023-04-03,7,61089,0.1,0,link aja
1391,1,entrasol active,adult,2023-05-02,4,65025,0.1,1,cash
1392,3,hic1000 vitamin lemon,beverages,2023-03-29,6,41232,0.1,1,cash
1393,4,prenagen mommy,woman,2023-01-28,6,20932,0.1,1,cash
1394,6,nutrive benecol,special needs,2023-05-05,2,32771,0.1,1,cash
1395,6,nutrive benecol,special needs,2023-05-04,1,20173,0.1,1,cash
1396,1,entrasol active,adult,2023-05-04,3,35080,0.1,0,gopay
1397,2,prenagen esensis,woman,2023-02-10,4,23345,0.1,0,link aja
1398,4,prenagen mommy,woman,2023-03-31,7,43573,0.1,0,gopay
1399,3,hic1000 vitamin lemon,beverages,2023-01-03,2,45519,0.1,1,cash
1400,3,hic1000 vitamin lemon,beverages,2023-02-01,3,33552,0.1,0,gopay
1401,1,entrasol active,adult,2023-02-06,7,51058,0.1,1,cash
1402,6,nutrive benecol,special needs,2023-01-24,1,24843,0.1,1,cash
1403,2,prenagen esensis,woman,2023-04-05,5,46766,0.1,0,link aja
1404,4,prenagen mommy,woman,2023-02-03,2,47458,0.1,1,cash
1405,2,prenagen esensis,woman,2023-03-30,6,61542,0.1,0,link aja
1406,6,nutrive benecol,special needs,2023-04-11,4,58776,0.1,1,cash
1407,4,prenagen mommy,woman,2023-03-20,2,22069,0.1,0,link aja
1408,6,nutrive benecol,special needs,2023-04-05,5,57337,0.1,1,cash
1409,2,prenagen esensis,woman,2023-04-19,1,68363,0.1,0,link aja
1410,6,nutrive benecol,special needs,2023-02-01,1,25351,0.1,1,cash
1411,2,prenagen esensis,woman,2023-02-15,3,67309,0.1,0,dana
1412,6,nutrive benecol,special needs,2023-04-20,7,22038,0.1,1,cash
1413,2,prenagen esensis,woman,2023-05-12,5,62702,0.1,0,link aja
1414,3,hic1000 vitamin lemon,beverages,2023-02-17,5,20875,0.1,1,cash
1415,6,nutrive benecol,special needs,2023-04-12,4,52369,0.1,0,link aja
1416,2,prenagen esensis,woman,2023-04-22,5,66593,0.1,1,cash
1417,2,prenagen esensis,woman,2023-01-29,1,27089,0.1,0,ovo
1418,5,prenagen lova,woman,2023-01-31,2,33517,0.1,0,dana
1419,3,hic1000 vitamin lemon,beverages,2023-02-17,4,28060,0.1,1,cash
1420,1,entrasol active,adult,2023-05-06,3,55956,0.1,1,cash
1421,1,entrasol active,adult,2023-02-17,3,26605,0.1,1,cash
1422,2,prenagen esensis,woman,2023-01-22,,,0.1,0,link aja
1423,1,entrasol active,adult,2023-04-14,2,33497,0.1,0,dana
1424,6,nutrive benecol,special needs,2023-01-27,7,54238,0.1,0,ovo
1425,6,nutrive benecol,special needs,2023-04-28,3,47239,0.1,1,cash
1426,2,prenagen esensis,woman,2023-04-08,3,51208,0.1,1,cash
1427,2,prenagen esensis,woman,2023-05-13,7,60943,0.1,1,cash
1428,4,prenagen mommy,woman,2023-02-01,7,68212,0.1,0,dana
1429,5,prenagen lova,woman,2023-03-31,5,21457,0.1,1,cash
1430,6,nutrive benecol,special needs,2023-05-06,7,39732,0.1,0,gopay
1431,5,prenagen lova,woman,2023-01-26,6,33847,0.1,0,ovo
1432,4,prenagen mommy,woman,2023-05-06,3,19869,0.1,0,ovo
1433,4,prenagen mommy,woman,2023-01-29,7,24146,0.1,1,cash
1434,1,entrasol active,adult,2023-05-12,4,39147,0.1,1,cash
1435,2,prenagen esensis,woman,2023-04-03,7,22462,0.1,0,ovo
1436,1,entrasol active,adult,2023-01-30,7,42882,0.1,0,ovo
1437,1,entrasol active,adult,2023-04-19,3,42000,0.1,0,dana
1438,5,prenagen lova,woman,2023-03-30,1,44209,0.1,0,gopay
1439,1,entrasol active,adult,2023-04-18,1,36561,0.1,1,cash
1440,2,prenagen esensis,woman,2023-03-23,2,53698,0.1,1,cash
1441,1,entrasol active,adult,2023-03-06,4,66442,0.1,1,cash
1442,3,hic1000 vitamin lemon,beverages,2023-05-06,6,56067,0.1,1,cash
1443,2,prenagen esensis,woman,2023-01-28,2,66233,0.1,0,dana
1444,6,nutrive benecol,special needs,2023-01-16,2,53009,0.1,1,cash
1445,6,nutrive benecol,special needs,2023-03-14,7,65647,0.1,1,cash
1446,5,prenagen lova,woman,2023-04-18,7,55819,0.1,0,link aja
1447,2,prenagen esensis,woman,2023-02-18,6,68119,0.1,1,cash
1448,4,prenagen mommy,woman,2023-03-09,4,39836,0.1,1,cash
1449,6,nutrive benecol,special needs,2023-02-06,4,18635,0.1,0,link aja
1450,4,prenagen mommy,woman,2023-02-27,7,21597,0.1,0,dana
1451,2,prenagen esensis,woman,2023-01-19,4,48590,0.1,1,cash
1452,2,prenagen esensis,woman,2023-04-08,3,21841,0.1,1,cash
1453,1,entrasol active,adult,2023-03-09,3,67785,0.1,1,cash
1454,1,entrasol active,adult,2023-03-14,2,62373,0.1,1,cash
1455,6,nutrive benecol,special needs,2023-04-06,4,69080,0.1,1,cash
1456,5,prenagen lova,woman,2023-02-02,4,19977,0.1,0,gopay
1457,1,entrasol active,adult,2023-01-11,1,17870,0.1,1,cash
1458,6,nutrive benecol,special needs,2023-01-03,1,28887,0.1,0,ovo
1459,2,prenagen esensis,woman,2023-01-02,5,48730,0.1,1,cash
1460,1,entrasol active,adult,2023-01-12,5,32427,0.1,1,cash
1461,2,prenagen esensis,woman,2023-02-27,3,33425,0.1,1,cash
1462,5,prenagen lova,woman,2023-01-27,2,30822,0.1,1,cash
1463,1,entrasol active,adult,2023-05-05,4,33750,0.1,,ovo
1464,6,nutrive benecol,special needs,2023-03-17,3,63473,0.1,1,cash
1465,1,entrasol active,adult,2023-02-27,1,51907,0.1,1,cash
1466,6,nutrive benecol,special needs,2023-02-25,3,43145,0.1,1,cash
1467,4,prenagen mommy,woman,2023-02-08,2,39434,0.1,1,cash
1468,6,nutrive benecol,special needs,2023-01-30,5,64448,0.1,1,cash
1469,4,prenagen mommy,woman,2023-04-04,7,68092,0.1,1,cash
1470,1,entrasol active,adult,2023-02-24,6,52629,0.1,1,cash
1471,3,hic1000 vitamin lemon,beverages,2023-03-20,4,64914,0.1,1,cash
1472,3,hic1000 vitamin lemon,beverages,2023-04-21,3,27671,0.1,0,ovo
1473,2,prenagen esensis,woman,2023-02-27,1,21026,0.1,0,link aja
1474,4,prenagen mommy,woman,2023-03-05,4,43524,0.1,1,cash
1475,6,nutrive benecol,special needs,2023-05-04,3,69768,0.1,1,cash
1476,1,entrasol active,adult,2023-01-29,4,48158,0.1,0,link aja
1477,4,prenagen mommy,woman,2023-03-17,1,40500,0.1,0,shopeepay
1478,5,prenagen lova,woman,2023-03-19,4,66358,0.1,1,cash
1479,4,prenagen mommy,woman,2023-02-15,4,55503,0.1,1,cash
1480,1,entrasol active,adult,2023-02-17,2,26062,0.1,1,cash
1481,4,prenagen mommy,woman,2023-04-05,4,32136,0.1,0,dana
1482,6,nutrive benecol,special needs,2023-02-03,4,49152,0.1,0,link aja
1483,2,prenagen esensis,woman,2023-02-09,2,21012,0.1,1,cash
1484,1,entrasol active,adult,2023-02-18,2,34372,0.1,1,cash
1485,2,prenagen esensis,woman,2023-05-08,6,42865,0.1,0,link aja
1486,4,prenagen mommy,woman,2023-04-22,4,50626,0.1,1,cash
1487,4,prenagen mommy,woman,2023-01-31,6,36580,0.1,1,cash
1488,5,prenagen lova,woman,2023-05-01,4,69120,0.1,0,dana
1489,4,prenagen mommy,woman,2023-01-19,1,35643,0.1,1,cash
1490,3,hic1000 vitamin lemon,beverages,2023-03-04,1,61542,0.1,1,cash
1491,2,prenagen esensis,woman,2023-04-04,3,60640,0.1,1,cash
